Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
"If 12x + 68 = 392, what is the value of x?",30,29,27,23,C) 27,12x + 68 = 392 → 12x = 324 → x = 324 ÷ 12 = 27.,Math,Algebra
A number multiplied by 7 gives 77. What is the number?,19,11,8,10,B) 11,Let the number be x. 7x = 77 → x = 77 ÷ 7 = 11.,Math,Equations
"If 5x + 60 = 95, what is the value of x?",8,12,0,7,D) 7,5x + 60 = 95 → 5x = 35 → x = 35 ÷ 5 = 7.,Math,Algebra
"What is the average of 79, 169, 193?",126,160,128,147,D) 147,Sum = 441. Average = 441 ÷ 3 = 147.,Math,Averages
"If 13x + 29 = 445, what is the value of x?",27,31,32,37,C) 32,13x + 29 = 445 → 13x = 416 → x = 416 ÷ 13 = 32.,Math,Algebra
"What is the average of 199, 86, 180?",128,171,161,155,D) 155,Sum = 465. Average = 465 ÷ 3 = 155.,Math,Averages
What is 6671 - 6125?,523,546,535,589,B) 546,6671 - 6125 = 546.,Math,Basic Math
"What is the average of 46, 77, 47, 98?",65,62,64,67,D) 67,Sum = 268. Average = 268 ÷ 4 = 67.,Math,Averages
What is 104.49 + 302.8?,404.21,413.05,409.3,407.29,D) 407.29,104.49 + 302.8 = 407.29.,Math,Decimals
Is 3774 an even or odd number?,Neither,Both,Odd,Even,D) Even,"3774 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
What is 215.23 + 247.07?,460.43,467.88,462.3,464.71,C) 462.3,215.23 + 247.07 = 462.3.,Math,Decimals
What is 5427 - 1803?,3951,3422,3624,3271,C) 3624,5427 - 1803 = 3624.,Math,Basic Math
What is 27 × 3?,81,90,93,94,A) 81,27 × 3 = 81.,Math,Basic Math
"What is the average of 195, 2, 108, 123?",99,98,87,107,D) 107,Sum = 428. Average = 428 ÷ 4 = 107.,Math,Averages
What is 104.54 - 73.79?,30.75,32.85,29.64,37.37,A) 30.75,104.54 - 73.79 = 30.75.,Math,Decimals
Is 3342 an even or odd number?,Neither,Even,Odd,Both,B) Even,"3342 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
What is 7739 + 9320?,16549,15553,15479,17059,D) 17059,7739 + 9320 = 17059.,Math,Basic Math
What is 6095 - 3924?,1900,2314,2184,2171,D) 2171,6095 - 3924 = 2171.,Math,Basic Math
What is 419.85 - 200.9?,218.95,220.97,227.8,216.97,A) 218.95,419.85 - 200.9 = 218.95.,Math,Decimals
What is 342.06 + 3.4?,344.18,348.2,353.16,345.46,D) 345.46,342.06 + 3.4 = 345.46.,Math,Decimals
"If 8x + 13 = 277, what is the value of x?",33,27,40,41,A) 33,8x + 13 = 277 → 8x = 264 → x = 264 ÷ 8 = 33.,Math,Algebra
"If 6x + 71 = 293, what is the value of x?",45,37,29,32,B) 37,6x + 71 = 293 → 6x = 222 → x = 222 ÷ 6 = 37.,Math,Algebra
What is 80% of 1500?,964,1007,1033,1200,D) 1200,80% of 1500 = (80/100) × 1500 = 1200.,Math,Percentages
"What is the average of 119, 184, 13, 161, 188?",152,132,133,131,C) 133,Sum = 665. Average = 665 ÷ 5 = 133.,Math,Averages
What is 4 × 8?,31,30,28,32,D) 32,4 × 8 = 32.,Math,Basic Math
"What is the average of 197, 122, 144, 2, 14, 97?",90,98,96,102,C) 96,Sum = 576. Average = 576 ÷ 6 = 96.,Math,Averages
Is 8281 a perfect square?,Cannot be determined,Only for even n,No,Yes,D) Yes,"8281 = 91 × 91, so it is a perfect square.",Math,Number System
What is 295.05 + 183.1?,483.97,478.15,480.96,475.44,B) 478.15,295.05 + 183.1 = 478.15.,Math,Decimals
What is 55% of 250?,137.5,156,144,134,A) 137.5,55% of 250 = (55/100) × 250 = 137.5.,Math,Percentages
What is 243.63 - 185.17?,55.79,58.46,59.61,66.37,B) 58.46,243.63 - 185.17 = 58.46.,Math,Decimals
What is 20 × 16?,366,350,340,320,D) 320,20 × 16 = 320.,Math,Basic Math
"What is the average of 67, 18, 89?",52,51,64,58,D) 58,Sum = 174. Average = 174 ÷ 3 = 58.,Math,Averages
What is 756 ÷ 14?,51,54,52,50,B) 54,"756 ÷ 14 = 54, since 14 × 54 = 756.",Math,Basic Math
What is 249.76 - 99.73?,150.71,155.54,150.03,148.59,C) 150.03,249.76 - 99.73 = 150.03.,Math,Decimals
"What is the average of 128, 108, 168, 43, 138, 165?",143,125,100,105,B) 125,Sum = 750. Average = 750 ÷ 6 = 125.,Math,Averages
"If 3x + 6 = 21, what is the value of x?",3,4,1,5,D) 5,3x + 6 = 21 → 3x = 15 → x = 15 ÷ 3 = 5.,Math,Algebra
"If 14x + 9 = 65, what is the value of x?",8,7,4,2,C) 4,14x + 9 = 65 → 14x = 56 → x = 56 ÷ 14 = 4.,Math,Algebra
₹40 is divided between two people in the ratio 3:5. What is the first person's share?,14,17,16,15,D) 15,Total parts = 3+5 = 8. One part = 40÷8 = 5. First share = 3×5 = 15.,Math,Ratios
What is 461.22 - 125.68?,335.54,330.75,344.37,336.5,A) 335.54,461.22 - 125.68 = 335.54.,Math,Decimals
What is 7/12 + 5/12 in simplest form?,12/12,1,1,2,B) 1,"7/12 + 5/12 = 12/12, which simplifies to 1.",Math,Fractions
What is 1260 ÷ 20?,53,48,49,63,D) 63,"1260 ÷ 20 = 63, since 20 × 63 = 1260.",Math,Basic Math
What is 41 × 11?,459,451,416,439,B) 451,41 × 11 = 451.,Math,Basic Math
"What is the average of 12, 49, 176, 186, 167?",98,116,109,118,D) 118,Sum = 590. Average = 590 ÷ 5 = 118.,Math,Averages
Is 183184 a perfect square?,Only for even n,No,Cannot be determined,Yes,D) Yes,"183184 = 428 × 428, so it is a perfect square.",Math,Number System
What is 60% of 1500?,935,859,900,1040,C) 900,60% of 1500 = (60/100) × 1500 = 900.,Math,Percentages
What is 213.54 - 201.08?,12.46,19.66,8.35,17.11,A) 12.46,213.54 - 201.08 = 12.46.,Math,Decimals
What is 7807 - 957?,6850,7515,7131,6489,A) 6850,7807 - 957 = 6850.,Math,Basic Math
What is 7/20 + 11/20 in simplest form?,8/10,10/10,18/20,9/10,D) 9/10,"7/20 + 11/20 = 18/20, which simplifies to 9/10.",Math,Fractions
Is 7364 an even or odd number?,Even,Odd,Both,Neither,A) Even,"7364 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"What is the average of 35, 42, 152, 191, 62, 106?",81,87,98,85,C) 98,Sum = 588. Average = 588 ÷ 6 = 98.,Math,Averages
₹15 is divided between two people in the ratio 3:2. What is the first person's share?,11,10,9,7,C) 9,Total parts = 3+2 = 5. One part = 15÷5 = 3. First share = 3×3 = 9.,Math,Ratios
"If 14x + 52 = 150, what is the value of x?",8,7,0,13,B) 7,14x + 52 = 150 → 14x = 98 → x = 98 ÷ 14 = 7.,Math,Algebra
What is 2977 + 9699?,13339,12361,12676,13875,C) 12676,2977 + 9699 = 12676.,Math,Basic Math
What is 81.7 + 2.43?,84.13,93.89,79.84,89.11,A) 84.13,81.7 + 2.43 = 84.13.,Math,Decimals
"If 8x + 51 = 315, what is the value of x?",40,33,41,37,B) 33,8x + 51 = 315 → 8x = 264 → x = 264 ÷ 8 = 33.,Math,Algebra
What is 118 ÷ 2?,59,60,58,45,A) 59,"118 ÷ 2 = 59, since 2 × 59 = 118.",Math,Basic Math
"If 2x + 51 = 87, what is the value of x?",18,11,24,14,A) 18,2x + 51 = 87 → 2x = 36 → x = 36 ÷ 2 = 18.,Math,Algebra
"If 9x + 13 = 67, what is the value of x?",6,0,8,13,A) 6,9x + 13 = 67 → 9x = 54 → x = 54 ÷ 9 = 6.,Math,Algebra
"If 15x + 67 = 217, what is the value of x?",18,11,10,5,C) 10,15x + 67 = 217 → 15x = 150 → x = 150 ÷ 15 = 10.,Math,Algebra
"What is the average of 105, 145, 170?",140,112,119,154,A) 140,Sum = 420. Average = 420 ÷ 3 = 140.,Math,Averages
A number multiplied by 6 gives 132. What is the number?,22,18,29,20,A) 22,Let the number be x. 6x = 132 → x = 132 ÷ 6 = 22.,Math,Equations
What is 110.31 + 41.99?,152.3,155.0,148.08,160.68,A) 152.3,110.31 + 41.99 = 152.3.,Math,Decimals
What is 435.68 + 169.63?,600.66,605.31,610.67,607.37,B) 605.31,435.68 + 169.63 = 605.31.,Math,Decimals
Is 1731 an even or odd number?,Both,Neither,Odd,Even,C) Odd,"1731 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
What is 279.95 + 6.81?,292.01,284.22,286.76,289.51,C) 286.76,279.95 + 6.81 = 286.76.,Math,Decimals
"If 6x + 19 = 277, what is the value of x?",43,40,49,41,A) 43,6x + 19 = 277 → 6x = 258 → x = 258 ÷ 6 = 43.,Math,Algebra
"What is the average of 62, 49, 26, 46, 82?",61,58,53,50,C) 53,Sum = 265. Average = 265 ÷ 5 = 53.,Math,Averages
What is 31.63 + 111.89?,148.14,152.17,143.52,141.37,C) 143.52,31.63 + 111.89 = 143.52.,Math,Decimals
What is 1/12 + 6/12 in simplest form?,6/12,7/12,8/12,7/12,B) 7/12,"1/12 + 6/12 = 7/12, which simplifies to 7/12.",Math,Fractions
What is 8858 - 2532?,6264,5969,6326,5653,C) 6326,8858 - 2532 = 6326.,Math,Basic Math
What is 207.99 - 130.18?,83.72,82.77,75.51,77.81,D) 77.81,207.99 - 130.18 = 77.81.,Math,Decimals
"What is the average of 15, 143, 60, 118?",84,86,68,89,A) 84,Sum = 336. Average = 336 ÷ 4 = 84.,Math,Averages
"What is the average of 124, 168, 75, 30, 148, 25?",95,98,109,87,A) 95,Sum = 570. Average = 570 ÷ 6 = 95.,Math,Averages
What is 37.62 + 398.51?,431.26,441.75,436.73,436.13,D) 436.13,37.62 + 398.51 = 436.13.,Math,Decimals
₹28 is divided between two people in the ratio 9:5. What is the first person's share?,19,17,18,21,C) 18,Total parts = 9+5 = 14. One part = 28÷14 = 2. First share = 9×2 = 18.,Math,Ratios
A number multiplied by 5 gives 185. What is the number?,29,37,33,38,B) 37,Let the number be x. 5x = 185 → x = 185 ÷ 5 = 37.,Math,Equations
"What is the average of 58, 2, 185, 119?",90,87,93,91,D) 91,Sum = 364. Average = 364 ÷ 4 = 91.,Math,Averages
What is 14/15 + 4/15 in simplest form?,5/5,18/15,7/5,6/5,D) 6/5,"14/15 + 4/15 = 18/15, which simplifies to 6/5.",Math,Fractions
Is 394384 a perfect square?,No,Cannot be determined,Yes,Only for even n,C) Yes,"394384 = 628 × 628, so it is a perfect square.",Math,Number System
Is 177241 a perfect square?,No,Only for even n,Cannot be determined,Yes,D) Yes,"177241 = 421 × 421, so it is a perfect square.",Math,Number System
"If 3x + 4 = 88, what is the value of x?",28,24,23,27,A) 28,3x + 4 = 88 → 3x = 84 → x = 84 ÷ 3 = 28.,Math,Algebra
What is 80% of 900?,830,631,720,711,C) 720,80% of 900 = (80/100) × 900 = 720.,Math,Percentages
"If 4x + 72 = 180, what is the value of x?",34,25,27,22,C) 27,4x + 72 = 180 → 4x = 108 → x = 108 ÷ 4 = 27.,Math,Algebra
What is 396.5 + 181.39?,587.59,575.1,582.64,577.89,D) 577.89,396.5 + 181.39 = 577.89.,Math,Decimals
"If 15x + 11 = 761, what is the value of x?",51,46,50,58,C) 50,15x + 11 = 761 → 15x = 750 → x = 750 ÷ 15 = 50.,Math,Algebra
What is 3248 - 2064?,1043,1159,1184,1174,C) 1184,3248 - 2064 = 1184.,Math,Basic Math
"If 9x + 32 = 221, what is the value of x?",14,21,17,26,B) 21,9x + 32 = 221 → 9x = 189 → x = 189 ÷ 9 = 21.,Math,Algebra
What is 5157 - 4920?,228,241,265,237,D) 237,5157 - 4920 = 237.,Math,Basic Math
"What is the average of 122, 88, 65, 154, 166?",132,122,119,111,C) 119,Sum = 595. Average = 595 ÷ 5 = 119.,Math,Averages
₹70 is divided between two people in the ratio 4:3. What is the first person's share?,33,44,48,40,D) 40,Total parts = 4+3 = 7. One part = 70÷7 = 10. First share = 4×10 = 40.,Math,Ratios
What is 460.79 - 32.7?,425.7,428.09,432.71,433.15,B) 428.09,460.79 - 32.7 = 428.09.,Math,Decimals
"What is the average of 34, 69, 189, 163, 155?",106,108,122,136,C) 122,Sum = 610. Average = 610 ÷ 5 = 122.,Math,Averages
Is 5090 an even or odd number?,Neither,Even,Both,Odd,B) Even,"5090 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"If 14x + 3 = 563, what is the value of x?",41,43,40,42,C) 40,14x + 3 = 563 → 14x = 560 → x = 560 ÷ 14 = 40.,Math,Algebra
"If 12x + 64 = 544, what is the value of x?",43,40,34,36,B) 40,12x + 64 = 544 → 12x = 480 → x = 480 ÷ 12 = 40.,Math,Algebra
What is 4% of 40?,3,0,1,1.6,D) 1.6,4% of 40 = (4/100) × 40 = 1.6.,Math,Percentages
"If 3x + 16 = 136, what is the value of x?",43,33,40,48,C) 40,3x + 16 = 136 → 3x = 120 → x = 120 ÷ 3 = 40.,Math,Algebra
Is 339889 a perfect square?,Yes,Cannot be determined,No,Only for even n,A) Yes,"339889 = 583 × 583, so it is a perfect square.",Math,Number System
Is 172 an even or odd number?,Both,Even,Neither,Odd,B) Even,"172 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"If 13x + 10 = 556, what is the value of x?",41,44,45,42,D) 42,13x + 10 = 556 → 13x = 546 → x = 546 ÷ 13 = 42.,Math,Algebra
What is 75.86 + 377.06?,452.92,451.55,459.56,453.67,A) 452.92,75.86 + 377.06 = 452.92.,Math,Decimals
"If 15x + 73 = 328, what is the value of x?",24,10,18,17,D) 17,15x + 73 = 328 → 15x = 255 → x = 255 ÷ 15 = 17.,Math,Algebra
What is 7045 + 7660?,14705,15113,13005,14887,A) 14705,7045 + 7660 = 14705.,Math,Basic Math
"If 9x + 28 = 244, what is the value of x?",24,28,18,20,A) 24,9x + 28 = 244 → 9x = 216 → x = 216 ÷ 9 = 24.,Math,Algebra
What is 5013 - 1756?,2867,3202,3257,3159,C) 3257,5013 - 1756 = 3257.,Math,Basic Math
Is 3351 an even or odd number?,Odd,Both,Even,Neither,A) Odd,"3351 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
"If 15x + 31 = 256, what is the value of x?",18,7,8,15,D) 15,15x + 31 = 256 → 15x = 225 → x = 225 ÷ 15 = 15.,Math,Algebra
"If 3x + 36 = 93, what is the value of x?",27,23,21,19,D) 19,3x + 36 = 93 → 3x = 57 → x = 57 ÷ 3 = 19.,Math,Algebra
"If 11x + 77 = 462, what is the value of x?",35,27,32,39,A) 35,11x + 77 = 462 → 11x = 385 → x = 385 ÷ 11 = 35.,Math,Algebra
What is 412.9 + 257.63?,672.74,670.53,678.55,669.93,B) 670.53,412.9 + 257.63 = 670.53.,Math,Decimals
What is 250.1 + 10.74?,260.84,258.66,268.96,261.41,A) 260.84,250.1 + 10.74 = 260.84.,Math,Decimals
What is 4/12 + 4/12 in simplest form?,1/3,8/12,2/3,3/3,C) 2/3,"4/12 + 4/12 = 8/12, which simplifies to 2/3.",Math,Fractions
What is 319.98 + 363.69?,691.69,683.67,688.66,679.53,B) 683.67,319.98 + 363.69 = 683.67.,Math,Decimals
"If 12x + 60 = 660, what is the value of x?",45,50,55,51,B) 50,12x + 60 = 660 → 12x = 600 → x = 600 ÷ 12 = 50.,Math,Algebra
What is 373.49 + 318.78?,692.27,697.3,691.47,695.63,A) 692.27,373.49 + 318.78 = 692.27.,Math,Decimals
What is 393.49 - 8.66?,386.84,384.83,392.43,384.27,B) 384.83,393.49 - 8.66 = 384.83.,Math,Decimals
"What is the average of 82, 79, 5, 70?",62,50,59,63,C) 59,Sum = 236. Average = 236 ÷ 4 = 59.,Math,Averages
₹26 is divided between two people in the ratio 7:6. What is the first person's share?,13,14,11,17,B) 14,Total parts = 7+6 = 13. One part = 26÷13 = 2. First share = 7×2 = 14.,Math,Ratios
What is 12% of 80?,9,8,9.6,12,C) 9.6,12% of 80 = (12/100) × 80 = 9.6.,Math,Percentages
"What is the average of 53, 110, 81, 191, 170, 175?",129,114,118,130,D) 130,Sum = 780. Average = 780 ÷ 6 = 130.,Math,Averages
What is 18% of 50?,9,8,7,10,A) 9,18% of 50 = (18/100) × 50 = 9.,Math,Percentages
A number multiplied by 2 gives 116. What is the number?,62,55,58,64,C) 58,Let the number be x. 2x = 116 → x = 116 ÷ 2 = 58.,Math,Equations
What is 70% of 1000?,810,607,700,840,C) 700,70% of 1000 = (70/100) × 1000 = 700.,Math,Percentages
"What is the average of 160, 123, 86?",123,109,137,120,A) 123,Sum = 369. Average = 369 ÷ 3 = 123.,Math,Averages
"If 11x + 76 = 428, what is the value of x?",37,31,32,26,C) 32,11x + 76 = 428 → 11x = 352 → x = 352 ÷ 11 = 32.,Math,Algebra
What is 342.36 - 125.07?,213.49,219.08,226.79,217.29,D) 217.29,342.36 - 125.07 = 217.29.,Math,Decimals
What is 328.75 - 44.24?,284.51,280.99,288.47,292.33,A) 284.51,328.75 - 44.24 = 284.51.,Math,Decimals
₹34 is divided between two people in the ratio 9:8. What is the first person's share?,14,21,18,16,C) 18,Total parts = 9+8 = 17. One part = 34÷17 = 2. First share = 9×2 = 18.,Math,Ratios
"What is the average of 20, 91, 143, 170, 97, 73?",99,96,115,101,A) 99,Sum = 594. Average = 594 ÷ 6 = 99.,Math,Averages
What is 357.14 + 55.68?,416.92,420.36,408.39,412.82,D) 412.82,357.14 + 55.68 = 412.82.,Math,Decimals
What is 9530 + 1671?,10920,11607,11201,9904,C) 11201,9530 + 1671 = 11201.,Math,Basic Math
"What is the average of 97, 73, 107, 43?",84,95,83,80,D) 80,Sum = 320. Average = 320 ÷ 4 = 80.,Math,Averages
What is 50.33 + 80.89?,131.22,133.46,128.94,139.94,A) 131.22,50.33 + 80.89 = 131.22.,Math,Decimals
"What is the average of 151, 74, 27?",88,84,85,99,B) 84,Sum = 252. Average = 252 ÷ 3 = 84.,Math,Averages
A number multiplied by 9 gives 558. What is the number?,62,56,66,54,A) 62,Let the number be x. 9x = 558 → x = 558 ÷ 9 = 62.,Math,Equations
"If 12x + 32 = 308, what is the value of x?",23,26,18,29,A) 23,12x + 32 = 308 → 12x = 276 → x = 276 ÷ 12 = 23.,Math,Algebra
Is 25 a perfect square?,No,Yes,Only for even n,Cannot be determined,B) Yes,"25 = 5 × 5, so it is a perfect square.",Math,Number System
"What is the average of 156, 129, 28, 79?",111,100,93,98,D) 98,Sum = 392. Average = 392 ÷ 4 = 98.,Math,Averages
What is 252 ÷ 28?,9,10,11,7,A) 9,"252 ÷ 28 = 9, since 28 × 9 = 252.",Math,Basic Math
What is 6769 - 5607?,1269,1162,1142,1044,B) 1162,6769 - 5607 = 1162.,Math,Basic Math
"What is the average of 165, 114, 128, 26, 172?",139,131,119,121,D) 121,Sum = 605. Average = 605 ÷ 5 = 121.,Math,Averages
What is 44 × 39?,1954,1799,1716,1979,C) 1716,44 × 39 = 1716.,Math,Basic Math
What is 12/15 + 5/15 in simplest form?,17/15,17/15,18/15,16/15,A) 17/15,"12/15 + 5/15 = 17/15, which simplifies to 17/15.",Math,Fractions
What is 7/12 + 6/12 in simplest form?,13/12,13/12,12/12,14/12,A) 13/12,"7/12 + 6/12 = 13/12, which simplifies to 13/12.",Math,Fractions
Is 3960 an even or odd number?,Odd,Even,Neither,Both,B) Even,"3960 ÷ 2 leaves remainder 0, so it is an even number.",Math,Number System
"If 12x + 12 = 96, what is the value of x?",7,15,12,10,A) 7,12x + 12 = 96 → 12x = 84 → x = 84 ÷ 12 = 7.,Math,Algebra
What is 40 × 31?,1091,1207,1240,1280,C) 1240,40 × 31 = 1240.,Math,Basic Math
What is 1/20 + 5/20 in simplest form?,2/10,6/20,4/10,3/10,D) 3/10,"1/20 + 5/20 = 6/20, which simplifies to 3/10.",Math,Fractions
"What is the average of 120, 152, 25?",95,111,96,99,D) 99,Sum = 297. Average = 297 ÷ 3 = 99.,Math,Averages
"If 2x + 35 = 135, what is the value of x?",51,53,49,50,D) 50,2x + 35 = 135 → 2x = 100 → x = 100 ÷ 2 = 50.,Math,Algebra
What is 8629 - 254?,8993,7346,8713,8375,D) 8375,8629 - 254 = 8375.,Math,Basic Math
"What is the average of 81, 100, 68?",76,99,86,83,D) 83,Sum = 249. Average = 249 ÷ 3 = 83.,Math,Averages
"What is the average of 100, 54, 35?",56,63,58,70,B) 63,Sum = 189. Average = 189 ÷ 3 = 63.,Math,Averages
What is 22% of 360?,79.2,86,81,84,A) 79.2,22% of 360 = (22/100) × 360 = 79.2.,Math,Percentages
What is 120.05 + 365.64?,485.69,494.63,484.2,487.06,A) 485.69,120.05 + 365.64 = 485.69.,Math,Decimals
What is 10/15 + 10/15 in simplest form?,20/15,5/3,3/3,4/3,D) 4/3,"10/15 + 10/15 = 20/15, which simplifies to 4/3.",Math,Fractions
What is 13 × 42?,546,517,634,584,A) 546,13 × 42 = 546.,Math,Basic Math
What is 60% of 360?,191,216,258,210,B) 216,60% of 360 = (60/100) × 360 = 216.,Math,Percentages
₹180 is divided between two people in the ratio 13:5. What is the first person's share?,112,140,121,130,D) 130,Total parts = 13+5 = 18. One part = 180÷18 = 10. First share = 13×10 = 130.,Math,Ratios
What is 40% of 90?,32,43,38,36,D) 36,40% of 90 = (40/100) × 90 = 36.,Math,Percentages
"What is the average of 59, 86, 39, 29, 108, 195?",102,86,87,83,B) 86,Sum = 516. Average = 516 ÷ 6 = 86.,Math,Averages
"What is the average of 66, 200, 133, 195, 131, 175?",128,150,151,162,B) 150,Sum = 900. Average = 900 ÷ 6 = 150.,Math,Averages
"What is the average of 20, 154, 142, 127, 192?",151,127,104,130,B) 127,Sum = 635. Average = 635 ÷ 5 = 127.,Math,Averages
What is 486.86 - 183.09?,303.77,309.71,301.61,305.89,A) 303.77,486.86 - 183.09 = 303.77.,Math,Decimals
"What is the average of 133, 159, 156, 56?",145,126,101,128,B) 126,Sum = 504. Average = 504 ÷ 4 = 126.,Math,Averages
What is 156.43 - 70.5?,81.94,90.57,85.93,95.84,C) 85.93,156.43 - 70.5 = 85.93.,Math,Decimals
"If 14x + 3 = 59, what is the value of x?",4,9,7,11,A) 4,14x + 3 = 59 → 14x = 56 → x = 56 ÷ 14 = 4.,Math,Algebra
"If 4x + 56 = 192, what is the value of x?",29,34,39,40,B) 34,4x + 56 = 192 → 4x = 136 → x = 136 ÷ 4 = 34.,Math,Algebra
What is 378 ÷ 7?,54,57,44,67,A) 54,"378 ÷ 7 = 54, since 7 × 54 = 378.",Math,Basic Math
What is 5625 + 8624?,14827,13598,14249,15911,C) 14249,5625 + 8624 = 14249.,Math,Basic Math
Is 561001 a perfect square?,Yes,Cannot be determined,Only for even n,No,A) Yes,"561001 = 749 × 749, so it is a perfect square.",Math,Number System
A number multiplied by 6 gives 372. What is the number?,66,62,69,59,B) 62,Let the number be x. 6x = 372 → x = 372 ÷ 6 = 62.,Math,Equations
A number multiplied by 5 gives 75. What is the number?,15,23,16,21,A) 15,Let the number be x. 5x = 75 → x = 75 ÷ 5 = 15.,Math,Equations
What is 8121 - 141?,7037,8777,7980,8767,C) 7980,8121 - 141 = 7980.,Math,Basic Math
₹220 is divided between two people in the ratio 13:9. What is the first person's share?,119,156,130,155,C) 130,Total parts = 13+9 = 22. One part = 220÷22 = 10. First share = 13×10 = 130.,Math,Ratios
Is 183 a prime number?,Only for even numbers,Yes,No,Cannot be determined,C) No,"183 is divisible by 3, so it is not a prime number.",Math,Number System
