Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ ಯಾವ ವರ್ಷ ಆರಂಭವಾಯಿತು?,ಪ್ರಾಚೀನ ಈಜಿಪ್ಟ್,1789,ಅಥೆನ್ಸ್,1989,B) 1789,ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ 1789 ರಲ್ಲಿ ಆರಂಭವಾಗಿ ಫ್ರಾನ್ಸ್‌ನ ರಾಜಪ್ರಭುತ್ವವನ್ನು ಕೊನೆಗೊಳಿಸಿತು.,ಕನ್ನಡ,ವಿಶ್ವ ಇತಿಹಾಸ
ಭಾರತೀಯ ಸಂಸತ್ತಿನ ಎರಡು ಸದನಗಳು ಯಾವುವು?,26 ಜನವರಿ 1950,ಸಂವಿಧಾನ ರಚನಾ ಸಭೆ (Constituent Assembly),18 ವರ್ಷ,ಲೋಕಸಭೆ ಮತ್ತು ರಾಜ್ಯಸಭೆ,D) ಲೋಕಸಭೆ ಮತ್ತು ರಾಜ್ಯಸಭೆ,ಭಾರತೀಯ ಸಂಸತ್ತು ಲೋಕಸಭೆ (ಕೆಳಮನೆ) ಮತ್ತು ರಾಜ್ಯಸಭೆ (ಮೇಲ್ಮನೆ) ಎಂಬ ಎರಡು ಸದನಗಳನ್ನು ಹೊಂದಿದೆ.,ಕನ್ನಡ,ಕಾನೂನು ಮತ್ತು ಸಂವಿಧಾನ
"ಪ್ರಶ್ನೆ: ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಪ್ರಸಿದ್ಧ ಹಾಸ್ಯ ನಟರಲ್ಲಿ ಒಬ್ಬರಾದ, ಹಲವು ದಶಕಗಳ ಕಾಲ ಜನಪ್ರಿಯರಾಗಿದ್ದವರು ಯಾರು?",ಕರ್ನಾಟಕ ರಾಜ್ಯ ಚಲನಚಿತ್ರ ಪ್ರಶಸ್ತಿಗಳು,ನರಸಿಂಹರಾಜು,ಸತಿ ಸುಲೋಚನಾ,ಡಾ. ರಾಜ್‌ಕುಮಾರ್,B) ನರಸಿಂಹರಾಜು,ನರಸಿಂಹರಾಜು ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಆರಂಭಿಕ ದಶಕಗಳ ಪ್ರಸಿದ್ಧ ಮತ್ತು ಜನಪ್ರಿಯ ಹಾಸ್ಯ ನಟರಾಗಿದ್ದರು.,ಕನ್ನಡ,ಕನ್ನಡ ಚಿತ್ರರಂಗ
ಯಾವ ಪ್ರಾಣಿಯನ್ನು 'ಕಾಡಿನ ರಾಜ' ಎಂದು ಕರೆಯುತ್ತಾರೆ?,ಡಾಲ್ಫಿನ್,ನಾಯಿ,ಒಂಟೆ,ಸಿಂಹ,D) ಸಿಂಹ,ಸಿಂಹವನ್ನು ಸಾಮಾನ್ಯವಾಗಿ 'ಕಾಡಿನ ರಾಜ' ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.,ಕನ್ನಡ,ಪ್ರಾಣಿಗಳು
"ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಚಿಕ್ಕ ಗಾತ್ರದ, ಗಾಳಿಯಲ್ಲಿ ಸ್ಥಿರವಾಗಿ ನಿಂತು ಹಾರಬಲ್ಲ ಪಕ್ಷಿ ಯಾವುದು?",ಗೂಬೆ,ಆಸ್ಟ್ರಿಚ್,ಹಮ್ಮಿಂಗ್‌ಬರ್ಡ್,ಪೆಂಗ್ವಿನ್,C) ಹಮ್ಮಿಂಗ್‌ಬರ್ಡ್,ಹಮ್ಮಿಂಗ್‌ಬರ್ಡ್ ಗಾಳಿಯಲ್ಲಿ ಸ್ಥಿರವಾಗಿ ನಿಂತು ಹಾರಬಲ್ಲ ಸಾಮರ್ಥ್ಯ ಹೊಂದಿರುವ ಚಿಕ್ಕ ಪಕ್ಷಿಯಾಗಿದೆ.,ಕನ್ನಡ,ಪಕ್ಷಿಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಸಸ್ಯಗಳಿಗೆ ಸೂರ್ಯನ ಬೆಳಕಿನಿಂದ ಆಹಾರ ತಯಾರಿಸಲು ಸಹಾಯ ಮಾಡುವ ಹಸಿರು ವರ್ಣದ್ರವ್ಯ ಯಾವುದು?,ಕ್ಲೋರೊಫಿಲ್,ತುಳಸಿ,ಆಲದ ಮರ,ಕಮಲ,A) ಕ್ಲೋರೊಫಿಲ್,ಕ್ಲೋರೊಫಿಲ್ ಎಂಬ ಹಸಿರು ವರ್ಣದ್ರವ್ಯವು ಸಸ್ಯಗಳಿಗೆ ದ್ಯುತಿಸಂಶ್ಲೇಷಣೆಗಾಗಿ ಬೆಳಕನ್ನು ಹೀರಿಕೊಳ್ಳಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.,ಕನ್ನಡ,ಸಸ್ಯಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಭಾರತದ ರಾಜಧಾನಿ ಯಾವುದು?,ನವದೆಹಲಿ,ರೋಮ್,ಸಿಯೋಲ್,ಟೋಕಿಯೊ,A) ನವದೆಹಲಿ,ನವದೆಹಲಿ ಭಾರತದ ರಾಜಧಾನಿಯಾಗಿದೆ.,ಕನ್ನಡ,ದೇಶಗಳು ಮತ್ತು ರಾಜಧಾನಿಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಸಮಭಾಜಕ ವೃತ್ತ ಎಂದರೇನು?,ಮೌಂಟ್ ಎವರೆಸ್ಟ್,ಭೂಮಿಯನ್ನು ಉತ್ತರ ಮತ್ತು ದಕ್ಷಿಣ ಗೋಳಾರ್ಧಗಳಾಗಿ ವಿಭಜಿಸುವ ಕಾಲ್ಪನಿಕ ರೇಖೆ,ಕಾಂಚನಜುಂಗಾ,ಪೆಸಿಫಿಕ್ ಸಾಗರ,B) ಭೂಮಿಯನ್ನು ಉತ್ತರ ಮತ್ತು ದಕ್ಷಿಣ ಗೋಳಾರ್ಧಗಳಾಗಿ ವಿಭಜಿಸುವ ಕಾಲ್ಪನಿಕ ರೇಖೆ,ಸಮಭಾಜಕ ವೃತ್ತವು ಭೂಮಿಯ ಮಧ್ಯಭಾಗದಲ್ಲಿ ಹಾದುಹೋಗುವ ಕಾಲ್ಪನಿಕ ರೇಖೆಯಾಗಿದೆ.,ಕನ್ನಡ,ಭೂಗೋಳ
ಚಂದ್ರನ ಮೇಲೆ ಕಾಲಿಟ್ಟ ಮೊದಲ ವ್ಯಕ್ತಿ ಯಾರು?,ಬುಧ,ಚಂದ್ರ,ನಕ್ಷತ್ರಪುಂಜ,ನೀಲ್ ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್,D) ನೀಲ್ ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್,ನೀಲ್ ಆರ್ಮ್‌ಸ್ಟ್ರಾಂಗ್ 1969 ರಲ್ಲಿ ಅಪೊಲೊ 11 ಯೋಜನೆಯ ಮೂಲಕ ಚಂದ್ರನ ಮೇಲೆ ಕಾಲಿಟ್ಟ ಮೊದಲ ವ್ಯಕ್ತಿಯಾದರು.,ಕನ್ನಡ,ಬಾಹ್ಯಾಕಾಶ ಮತ್ತು ಖಗೋಳಶಾಸ್ತ್ರ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಮೂರ್‌ನ ನಿಯಮ (Moore's Law) ಎಂದರೇನು?,ಮಾನವ ಬುದ್ಧಿಮತ್ತೆಯನ್ನು ಅನುಕರಿಸುವ ಯಂತ್ರಗಳ ಸಾಮರ್ಥ್ಯ,ಚಿಪ್‌ನಲ್ಲಿನ ಟ್ರಾನ್ಸಿಸ್ಟರ್‌ಗಳ ಸಂಖ್ಯೆ ಪ್ರತಿ ಎರಡು ವರ್ಷಗಳಿಗೊಮ್ಮೆ ದ್ವಿಗುಣಗೊಳ್ಳುತ್ತದೆ ಎಂಬ ಅವಲೋಕನ,ಇಂಟರ್ನೆಟ್‌ಗೆ ಸಂಪರ್ಕಿತವಾದ ಭೌತಿಕ ಸಾಧನಗಳ ಜಾಲ,ನೈಜ ಜಗತ್ತಿನ ಮೇಲೆ ಡಿಜಿಟಲ್ ಮಾಹಿತಿಯನ್ನು ಅಳವಡಿಸುವ ತಂತ್ರಜ್ಞಾನ,B) ಚಿಪ್‌ನಲ್ಲಿನ ಟ್ರಾನ್ಸಿಸ್ಟರ್‌ಗಳ ಸಂಖ್ಯೆ ಪ್ರತಿ ಎರಡು ವರ್ಷಗಳಿಗೊಮ್ಮೆ ದ್ವಿಗುಣಗೊಳ್ಳುತ್ತದೆ ಎಂಬ ಅವಲೋಕನ,ಮೂರ್‌ನ ನಿಯಮವು ಕಂಪ್ಯೂಟರ್ ಚಿಪ್‌ನಲ್ಲಿನ ಟ್ರಾನ್ಸಿಸ್ಟರ್‌ಗಳ ಸಂಖ್ಯೆ ಸರಿಸುಮಾರು ಪ್ರತಿ ಎರಡು ವರ್ಷಗಳಿಗೊಮ್ಮೆ ದ್ವಿಗುಣಗೊಳ್ಳುತ್ತದೆ ಎಂಬ ಗಾರ್ಡನ್ ಮೂರ್ ಅವರ ಅವಲೋಕನ.,ಕನ್ನಡ,ತಂತ್ರಜ್ಞಾನ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕಂಪ್ಯೂಟರ್‌ನ ಎಲ್ಲಾ ಘಟಕಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಮುಖ್ಯ ಸರ್ಕ್ಯೂಟ್ ಬೋರ್ಡ್ ಯಾವುದು?,ಹಾರ್ಡ್ ಡಿಸ್ಕ್,ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಂ,ಕೀಬೋರ್ಡ್,ಮದರ್‌ಬೋರ್ಡ್,D) ಮದರ್‌ಬೋರ್ಡ್,"ಮದರ್‌ಬೋರ್ಡ್ ಎಂಬುದು ಸಿಪಿಯು, ರಾಂ ಮತ್ತು ಇತರ ಘಟಕಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಮುಖ್ಯ ಸರ್ಕ್ಯೂಟ್ ಬೋರ್ಡ್ ಆಗಿದೆ.",ಕನ್ನಡ,ಕಂಪ್ಯೂಟರ್ ಮೂಲಾಂಶಗಳು
ಹಾಕಿ ಆಟದಲ್ಲಿ ಭಾರತ ಒಲಿಂಪಿಕ್‌ನಲ್ಲಿ ಎಷ್ಟು ಸತತ ಚಿನ್ನದ ಪದಕಗಳನ್ನು ಗೆದ್ದಿತ್ತು (1928-1956)?,ಫುಟ್‌ಬಾಲ್ (ಸಾಕರ್),ಪಿಯರ್ ಡಿ ಕೂಬರ್ಟಿನ್,ಆರು,ವಿಂಬಲ್ಡನ್,C) ಆರು,ಭಾರತೀಯ ಪುರುಷರ ಹಾಕಿ ತಂಡವು 1928 ರಿಂದ 1956 ರವರೆಗೆ ಸತತವಾಗಿ ಆರು ಒಲಿಂಪಿಕ್ ಚಿನ್ನದ ಪದಕಗಳನ್ನು ಗೆದ್ದಿತ್ತು.,ಕನ್ನಡ,ಕ್ರೀಡೆಗಳು
ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್‌ನಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ವಿಕೆಟ್ ಪಡೆದ ಬೌಲರ್ ಯಾರು?,ಐವತ್ತು,ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್,ರೋಹಿತ್ ಶರ್ಮಾ,ಕಾಟ್ ಔಟ್,B) ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್,ಶ್ರೀಲಂಕಾದ ಸ್ಪಿನ್ ಬೌಲರ್ ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್ 800 ವಿಕೆಟ್‌ಗಳೊಂದಿಗೆ ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್‌ನಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ವಿಕೆಟ್ ಪಡೆದ ದಾಖಲೆ ಹೊಂದಿದ್ದಾರೆ.,ಕನ್ನಡ,ಕ್ರಿಕೆಟ್
ಪ್ರಶ್ನೆ: ಮೈಕ್ರೋಸಾಫ್ಟ್ ಕಂಪನಿಯನ್ನು ಸ್ಥಾಪಿಸಿದವರು ಯಾರು?,ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್,ಬಿಲ್ ಗೇಟ್ಸ್ ಮತ್ತು ಪಾಲ್ ಅಲೆನ್,ಜವಾಹರಲಾಲ್ ನೆಹರು,ಎ. ಪಿ. ಜೆ. ಅಬ್ದುಲ್ ಕಲಾಂ,B) ಬಿಲ್ ಗೇಟ್ಸ್ ಮತ್ತು ಪಾಲ್ ಅಲೆನ್,ಬಿಲ್ ಗೇಟ್ಸ್ ಮತ್ತು ಪಾಲ್ ಅಲೆನ್ 1975 ರಲ್ಲಿ ಮೈಕ್ರೋಸಾಫ್ಟ್ ಸ್ಥಾಪಿಸಿದರು.,ಕನ್ನಡ,ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಗಳು
ಪ್ರಶ್ನೆ: ನಶಿಸಿಹೋಗುವ ಅಪಾಯದಲ್ಲಿರುವ ಪ್ರಾಣಿ ಪ್ರಭೇದಗಳಿಗೆ ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ಜಾಗತಿಕ ತಾಪಮಾನ ಏರಿಕೆ,ವಾಯು ಮಾಲಿನ್ಯ,ವನ್ಯಜೀವಿ ಅಭಯಾರಣ್ಯ,ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ ಪ್ರಭೇದಗಳು,D) ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ ಪ್ರಭೇದಗಳು,ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ ಪ್ರಭೇದಗಳೆಂದರೆ ಜನಸಂಖ್ಯೆ ತೀವ್ರವಾಗಿ ಕುಸಿದು ಅಳಿವಿನ ಅಪಾಯ ಎದುರಿಸುತ್ತಿರುವ ಪ್ರಾಣಿಗಳು.,ಕನ್ನಡ,ಪರಿಸರ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಆರೋಗ್ಯವಂತ ವಯಸ್ಕ ಮಾನವ ದೇಹದಲ್ಲಿ ಎಷ್ಟು ಮೂಳೆಗಳಿವೆ?,206,ಬಿಳಿ ರಕ್ತ ಕಣಗಳು,ಕೆಂಪು ರಕ್ತ ಕಣಗಳು,ಮಿದುಳು,A) 206,ಆರೋಗ್ಯವಂತ ವಯಸ್ಕ ಮಾನವ ದೇಹದಲ್ಲಿ ಸಾಮಾನ್ಯವಾಗಿ 206 ಮೂಳೆಗಳಿರುತ್ತವೆ.,ಕನ್ನಡ,ಆರೋಗ್ಯ ಮತ್ತು ಮಾನವ ದೇಹ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕರ್ನಾಟಕದ ಹೊಯ್ಸಳ ಸಾಮ್ರಾಜ್ಯದ ಪ್ರಸಿದ್ಧ ದೇವಾಲಯ ವಾಸ್ತುಶಿಲ್ಪಕ್ಕೆ ಹೆಸರುವಾಸಿಯಾದ ಸ್ಥಳ ಯಾವುದು?,ಹಾಸನ,ಬೇಲೂರು ಮತ್ತು ಹಳೇಬೀಡು,ಬಾದಾಮಿ,ಮೈಸೂರು,B) ಬೇಲೂರು ಮತ್ತು ಹಳೇಬೀಡು,ಬೇಲೂರು ಮತ್ತು ಹಳೇಬೀಡು ಹೊಯ್ಸಳ ಸಾಮ್ರಾಜ್ಯದ ಸೊಗಸಾದ ದೇವಾಲಯ ವಾಸ್ತುಶಿಲ್ಪಕ್ಕೆ ಹೆಸರುವಾಸಿಯಾಗಿವೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಇತಿಹಾಸ
ಕರ್ನಾಟಕದ ಗಡಿಯನ್ನು ಹಂಚಿಕೊಳ್ಳದ ರಾಜ್ಯ ಯಾವುದು?,"ತಲಕಾವೇರಿ, ಕೊಡಗು",ದಟ್ಟ ಅರಣ್ಯ ಮತ್ತು ಹೆಚ್ಚಿನ ಮಳೆ,ಉತ್ತರ ಪ್ರದೇಶ,ಮುಳ್ಳಯ್ಯನಗಿರಿ,C) ಉತ್ತರ ಪ್ರದೇಶ,ಉತ್ತರ ಪ್ರದೇಶ ಕರ್ನಾಟಕದ ಗಡಿಯನ್ನು ಹಂಚಿಕೊಳ್ಳುವುದಿಲ್ಲ; ಕರ್ನಾಟಕವು ಆರು ಬೇರೆ ರಾಜ್ಯಗಳೊಂದಿಗೆ ಗಡಿ ಹಂಚಿಕೊಂಡಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಭೂಗೋಳ
ಪ್ರಶ್ನೆ: ಕರ್ನಾಟಕದ ಸಾಂಪ್ರದಾಯಿಕ ನೃತ್ಯ-ನಾಟಕ ಪ್ರಕಾರ ಯಾವುದು?,ಯಕ್ಷಗಾನ,ಬಯಲಾಟ,ಉತ್ತರ ಕರ್ನಾಟಕ (ಧಾರವಾಡ ಪ್ರದೇಶ),ಶಿವನ ಆರಾಧನೆಗೆ ಸಂಬಂಧಿಸಿದ ಶಕ್ತಿಶಾಲಿ ಜಾನಪದ ನೃತ್ಯ,A) ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಕರ್ನಾಟಕದ ಕರಾವಳಿ ಭಾಗದ ಪ್ರಸಿದ್ಧ ಸಾಂಪ್ರದಾಯಿಕ ನೃತ್ಯ-ನಾಟಕ ಪ್ರಕಾರವಾಗಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಸಂಸ್ಕೃತಿ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕರ್ನಾಟಕದ ಕರಾವಳಿ ಪ್ರದೇಶದಲ್ಲಿ ಜನಪ್ರಿಯವಾದ ಕೋಣಗಳ ಓಟದ ಹಬ್ಬ ಯಾವುದು?,ಗೌರಿ ಹಬ್ಬ,ಕಂಬಳ,ದಸರಾ,ದೀಪಾವಳಿ,B) ಕಂಬಳ,ಕಂಬಳ ಎಂಬುದು ಕರಾವಳಿ ಕರ್ನಾಟಕದಲ್ಲಿ ಆಚರಿಸಲಾಗುವ ಕೋಣಗಳ ಓಟದ ಸಾಂಪ್ರದಾಯಿಕ ಹಬ್ಬವಾಗಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಹಬ್ಬಗಳು
ಪ್ರಶ್ನೆ: ಶ್ರವಣಬೆಳಗೊಳ ಯಾವುದಕ್ಕೆ ಪ್ರಸಿದ್ಧವಾಗಿದೆ?,ಒಡೆಯರ್ ರಾಜವಂಶ,ಹುಲಿ ಸಂರಕ್ಷಣೆ,ಗೋಮಟೇಶ್ವರ ಬಾಹುಬಲಿ ಬೃಹತ್ ಏಕಶಿಲಾ ಪ್ರತಿಮೆ,ಶರಾವತಿ ನದಿ,C) ಗೋಮಟೇಶ್ವರ ಬಾಹುಬಲಿ ಬೃಹತ್ ಏಕಶಿಲಾ ಪ್ರತಿಮೆ,ಶ್ರವಣಬೆಳಗೊಳವು ಗೋಮಟೇಶ್ವರ ಬಾಹುಬಲಿಯ ಬೃಹತ್ ಏಕಶಿಲಾ ಪ್ರತಿಮೆಗೆ ಪ್ರಸಿದ್ಧವಾಗಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಪ್ರಸಿದ್ಧ ಸ್ಥಳಗಳು
"ಈ ಪದದ ಅರ್ಥವನ್ನು ಗುರುತಿಸಿ: ""ಬ್ಯಾಂಕ್""",ರಾಜ,ತರಕಾರಿ,ಹಣಕಾಸು ಸಂಸ್ಥೆ,ವಿದ್ಯಾರ್ಥಿ,C) ಹಣಕಾಸು ಸಂಸ್ಥೆ,"""ಬ್ಯಾಂಕ್"" ಎಂದರೆ ""ಹಣಕಾಸು ಸಂಸ್ಥೆ"" ಎಂದರ್ಥ.",ಕನ್ನಡ,ಕನ್ನಡ ಶಬ್ದಕೋಶ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಏಕವಚನ ಎಂದರೇನು?,ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚು ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿಗಳನ್ನು ಸೂಚಿಸುವ ರೂಪ,ಎರಡು ಅಕ್ಷರ ಅಥವಾ ಪದಗಳು ಸೇರುವಾಗ ಆಗುವ ಬದಲಾವಣೆ,ನಾಮಪದದ ಗುಣವನ್ನು ವಿವರಿಸುವ ಪದ,ಒಂದೇ ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿಯನ್ನು ಸೂಚಿಸುವ ರೂಪ,D) ಒಂದೇ ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿಯನ್ನು ಸೂಚಿಸುವ ರೂಪ,ಏಕವಚನವು ಒಂದೇ ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿಯನ್ನು ಸೂಚಿಸುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ವ್ಯಾಕರಣ
"""ಹೂವು"" ಪದದ ಸಮಾನಾರ್ಥಕ ಪದ ಯಾವುದು?",ಪುಷ್ಪ,ದರಿದ್ರ,ಅಸತ್ಯ,ಪರಾಕ್ರಮಿ,A) ಪುಷ್ಪ,"""ಪುಷ್ಪ"" ಎಂಬುದು ""ಹೂವು"" ಪದದ ಸಮಾನಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಸಮಾನಾರ್ಥಕ ಪದಗಳು
"""ತೆರೆದ"" ಎಂಬ ಪದದ ವಿರುದ್ಧ ಅರ್ಥದ ಪದ ಯಾವುದು?",ತಡ,ಮುದುಕ,ಮುಚ್ಚಿದ,ಯುದ್ಧ,C) ಮುಚ್ಚಿದ,"""ಮುಚ್ಚಿದ"" ಎಂಬುದು ""ತೆರೆದ"" ಪದದ ವಿರುದ್ಧಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ವಿರುದ್ಧಾರ್ಥಕ ಪದಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: 'ಹತ್ತು ಜನ ಕೂಡಿದರೆ ಹಳ್ಳ ಹಳ್ಳವೂ ಹೊಳೆ' ಎಂಬ ಗಾದೆಯ ಅರ್ಥವೇನು?,ಒಗ್ಗಟ್ಟಿನಲ್ಲಿ ಬಲವಿದೆ,ಆರೋಗ್ಯವೇ ಜೀವನದ ದೊಡ್ಡ ಸಂಪತ್ತು,ಅಗತ್ಯಕ್ಕಿಂತ ತೋರಿಕೆಗೆ ಹೆಚ್ಚು ಒತ್ತು ನೀಡುವುದು,ಮೌನ ಕೆಲವೊಮ್ಮೆ ಮಾತಿಗಿಂತ ಶ್ರೇಷ್ಠ,A) ಒಗ್ಗಟ್ಟಿನಲ್ಲಿ ಬಲವಿದೆ,ಈ ಗಾದೆ ಒಗ್ಗಟ್ಟಿನಿಂದ ದೊಡ್ಡ ಕೆಲಸಗಳನ್ನು ಸಾಧಿಸಬಹುದು ಎಂದು ತಿಳಿಸುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಗಾದೆಗಳು
ಪ್ರಶ್ನೆ: 'ಮೂಗಿನ ನೇರಕ್ಕೆ ನಡೆ' ಎಂಬ ನುಡಿಗಟ್ಟಿನ ಅರ್ಥವೇನು?,ಸೋಲನ್ನು ಒಪ್ಪಿಕೊಳ್ಳುವುದು,ಕೆಟ್ಟ ಸಲಹೆ ನೀಡುವುದು,ಚಿಂತೆ ಮಾಡುವುದು,ಬೇರೆಯವರ ಮಾತು ಕೇಳದೆ ಸ್ವಂತ ಇಚ್ಛೆಯಂತೆ ವರ್ತಿಸುವುದು,D) ಬೇರೆಯವರ ಮಾತು ಕೇಳದೆ ಸ್ವಂತ ಇಚ್ಛೆಯಂತೆ ವರ್ತಿಸುವುದು,'ಮೂಗಿನ ನೇರಕ್ಕೆ ನಡೆ' ಎಂದರೆ ಯಾರ ಸಲಹೆಯನ್ನೂ ಕೇಳದೆ ಸ್ವಂತ ಇಚ್ಛೆಯಂತೆ ವರ್ತಿಸುವುದು ಎಂದರ್ಥ.,ಕನ್ನಡ,ಕನ್ನಡ ನುಡಿಗಟ್ಟುಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: 'ಕವಿರಾಜಮಾರ್ಗ' ಕೃತಿ ಯಾವ ಭಾಷೆಗೆ ಸೇರಿದೆ?,12ನೇ ಶತಮಾನದ ಶರಣರ ಕಾಲ,ಪ್ರಭುಲಿಂಗಲೀಲೆ,9ನೇ ಶತಮಾನದ ಸುಮಾರಿಗೆ,ಕನ್ನಡ,D) ಕನ್ನಡ,ಕವಿರಾಜಮಾರ್ಗವು ಕನ್ನಡ ಸಾಹಿತ್ಯದ ಆರಂಭಿಕ ಕಾವ್ಯಮೀಮಾಂಸೆಯ ಕೃತಿಯಾಗಿದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಸಾಹಿತ್ಯ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕನ್ನಡದ ಮೊದಲ ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ ಪುರಸ್ಕೃತರು ಯಾರು?,ಕರ್ನಾಟಕ ಸಂಗೀತದ ಪಿತಾಮಹ,ಎಂಟು,ಕುವೆಂಪು,"ಸಾಹಿತ್ಯ, ಚಿತ್ರಕಲೆ ಮತ್ತು ಯಕ್ಷಗಾನ",C) ಕುವೆಂಪು,ಕುವೆಂಪು ಅವರು ಕನ್ನಡದ ಮೊದಲ ಜ್ಞಾನಪೀಠ ಪ್ರಶಸ್ತಿ ಪುರಸ್ಕೃತರಾಗಿದ್ದಾರೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಕವಿಗಳು ಮತ್ತು ಲೇಖಕರು
ಈ ಪದದ ಸರಿಯಾದ ಬರವಣಿಗೆಯನ್ನು ಆರಿಸಿ.,ಇತಿಾಸ,ಇತಿಹಾಸ,ಇತಿಹಹಾಸ,ಇತಿಹಾಸಸ,B) ಇತಿಹಾಸ,"""ಇತಿಹಾಸ"" ಎಂಬುದು ಸರಿಯಾದ ಕಾಗುಣಿತವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಕಾಗುಣಿತ
"ಕೆಳಗಿನವುಗಳಲ್ಲಿ ""ಎಲೆ"" ದ ಸರಿಯಾದ ಅರ್ಥ ಯಾವುದು?",ಹೊಳೆ,ಪರ್ಣ,ತರಕಾರಿ,ವ್ಯಾಪಾರ,B) ಪರ್ಣ,"""ಎಲೆ"" ಪದದ ಅರ್ಥ ""ಪರ್ಣ"" ಆಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಅರ್ಥಗಳು
